BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
200004,20,1408,200004,20,1408,1093192.0,5139043,MICHIGAN,26.0,2000,April,Hail,C,161,WASHTENAW,DTX,20-APR-00 14:08:00,EST,20-APR-00 14:08:00,0,0,0,0,,,TRAINED SPOTTER,0.75,,,,,,,,,,,4.0,E,MANCHESTER,4.0,E,MANCHESTER,42.15,-83.95,42.15,-83.95,"A strong low pressure system moved east along a stationary front just south of Michigan during the day.  Elevated thunderstorms formed north of the front, some of which produced marginally severe hail.  The storms were also unusually prolific lightning producers for so early in severe weather season.During the mid to late afternoon hours, some of the storms moved repeatedly over the same areas..  Rainfall amounts were as high as 3.58 inches at Detroit Metro Airport, 3.5 inches in Monroe, 2.5 inches in Macomb County, and 2.09 inches in White Lake.  Radar estimated as much as four inches of rain fell in parts of Monroe, Wayne, and Oakland Counties.  Some spotty urban flooding resulted, closing roads during the busy late afternoon rush hour.  In addition, the thunderstorms seriously disrupted air travel at Detroit Metro Airport.  Over 160 flights were cancelled, and all traffic at the airport was halted for a half hour period during the afternoon.During the closest approach of the low pressure system, east winds increased dramatically.  A brief surge of wind in mid afternoon brought gusts to around 40 mph.  A few power lines were downed here and there, but the worst of the wind was three miles north of Utica, where a tree fell on a home.",,PDC
200006,29,1515,200006,29,1515,1097019.0,5150616,MICHIGAN,26.0,2000,June,Hail,C,163,WAYNE,DTX,29-JUN-00 15:15:00,EST,29-JUN-00 15:15:00,0,0,0,0,,,GENERAL PUBLIC,0.75,,,,,,,,,,,5.0,SSW,BELLEVILLE,5.0,SSW,BELLEVILLE,42.13,-83.5,42.13,-83.5,"A potent upper level disturbance crossed lower Michigan, bringing with it very cold air aloft.  The result was an unstable atmosphere, and a setup favorable for hail.  Many storms developed in the afternoon and evening, with a number producing marginally severe hail.  Hail as large as quarters fell in Yale; all the other reports were of dime sized hail.",,PDC
200005,9,245,200005,9,255,1094968.0,5145712,MICHIGAN,26.0,2000,May,Thunderstorm Wind,C,161,WASHTENAW,DTX,09-MAY-00 02:45:00,EST,09-MAY-00 02:55:00,0,0,0,0,30K,,TRAINED SPOTTER,55.0,E,,,,,,,,,,2.0,S,ANN ARBOR,,,YPSILANTI,42.25,-83.73,42.23,-83.62,"A low pressure system moved east across the northern Great Lakes, and an associated cold front reached Lake Michigan during the overnight hours.  Warm, moist air moved north into the central Great Lakes ahead of the cold front.  Thunderstorms erupted at night across lower Michigan, well ahead of the cold front.  Several became severe, producing damaging wind gusts.Most of the damage was in the form of trees, tree limbs, and power lines downed.  The most substantial damage was in Washtenaw County.  A home in Lima Township (just southeast of Chelsea) had its roof torn off; the roof landed on a nearby car.  In Ann Arbor, falling trees crushed two cars.  All told, over 40,000 people in southeast Michigan lost power at some point during the storms.  But the worst storms of the day were still to come.",,PDC
200006,29,1430,200006,29,1442,1097019.0,5150607,MICHIGAN,26.0,2000,June,Hail,C,161,WASHTENAW,DTX,29-JUN-00 14:30:00,EST,29-JUN-00 14:42:00,0,0,0,0,,,LAW ENFORCEMENT,0.75,,,,,,,,,,,4.0,SW,ANN ARBOR,2.0,SW,YPSILANTI,42.25,-83.78,42.22,-83.65,"A potent upper level disturbance crossed lower Michigan, bringing with it very cold air aloft.  The result was an unstable atmosphere, and a setup favorable for hail.  Many storms developed in the afternoon and evening, with a number producing marginally severe hail.  Hail as large as quarters fell in Yale; all the other reports were of dime sized hail.",,PDC
200006,29,1448,200006,29,1448,1097019.0,5150608,MICHIGAN,26.0,2000,June,Hail,C,161,WASHTENAW,DTX,29-JUN-00 14:48:00,EST,29-JUN-00 14:48:00,0,0,0,0,,,GENERAL PUBLIC,0.75,,,,,,,,,,,3.0,NE,SALINE,3.0,NE,SALINE,42.2,-83.73,42.2,-83.73,"A potent upper level disturbance crossed lower Michigan, bringing with it very cold air aloft.  The result was an unstable atmosphere, and a setup favorable for hail.  Many storms developed in the afternoon and evening, with a number producing marginally severe hail.  Hail as large as quarters fell in Yale; all the other reports were of dime sized hail.",,PDC
200006,29,1500,200006,29,1512,1097019.0,5150609,MICHIGAN,26.0,2000,June,Hail,C,161,WASHTENAW,DTX,29-JUN-00 15:00:00,EST,29-JUN-00 15:12:00,0,0,0,0,,,LAW ENFORCEMENT,0.75,,,,,,,,,,,1.0,N,WHITTAKER,1.0,N,WHITTAKER,42.15,-83.6,42.15,-83.6,"A potent upper level disturbance crossed lower Michigan, bringing with it very cold air aloft.  The result was an unstable atmosphere, and a setup favorable for hail.  Many storms developed in the afternoon and evening, with a number producing marginally severe hail.  Hail as large as quarters fell in Yale; all the other reports were of dime sized hail.",,PDC
200005,18,1545,200005,18,1545,1094973.0,5144872,MICHIGAN,26.0,2000,May,Thunderstorm Wind,C,161,WASHTENAW,DTX,18-MAY-00 15:45:00,EST,18-MAY-00 15:45:00,0,0,1,0,2K,,EMERGENCY MANAGER,50.0,E,,,,,,,,,,,,SALEM,,,SALEM,42.4,-83.57,42.4,-83.57,"A cold front moved slowly south across southeast Michigan on the morning and afternoon of the 18th.  Thunderstorms developed along and ahead of the front.  A number of these became severe, producing marginally severe hail.  The largest hail report was half-dollar sized in Clarkston.The storms produced a healthy amount of lightning.  A strike in Saline caused fire damage to a home there.  At Detroit Metro Airport, lightning struck the steel superstructure of a new terminal under construction.  Nine workers were injured when the bolt struck, and two required an overnight  hospital stay.At the tail end of the episode, a stray thunderstorm wind gust downed a large tree at Braeburn Golf Course in Salem.  The tree fell on a golfer, and he died of his injuries while being transported to the University of Michigan Hospital.The storms also produced quite a bit of rainfall.  The highest rainfall amount, 4 inches, was recorded in the city of Monroe.  Small creeks and streams, and urban areas, saw some flooding develop in the afternoon.  Flood waters lingered into the next morning, with some rutting of rural roads, and flooding of yards along the smaller creeks.  Minor river flooding also resulted over the next few days (see below).",,PDC
200005,9,1906,200005,9,1919,1094970.0,5144441,MICHIGAN,26.0,2000,May,Hail,C,161,WASHTENAW,DTX,09-MAY-00 19:06:00,EST,09-MAY-00 19:19:00,0,0,0,0,,,TRAINED SPOTTER,3.0,,,,,,,,,,,,,SALINE,,,YPSILANTI,42.17,-83.77,42.23,-83.62,"A strong cold front moved slowly south across southeast Michigan during the afternoon and evening of the 9th.  Thunderstorms developed in the warm, humid air out ahead of the cold front.  A number of these became severe, producing the worst severe thunderstorm outbreak in metro Detroit in almost two years.  The thunderstorms took two forms on this day.  Widely scattered supercells developed across southeast Michigan, south of Interstate 69.  These rotating thunderstorms produced numerous funnel clouds, but no confirmed tornadoes.  However, some of these storms produced very large hail.  Hailstones as large as oranges were reported in Ypsilanti.  The Detroit Tiger baseball game at Comerica Park was interrupted by golfball sized hail.  The game was eventually rained/hailed out.  Golfball sized hail was also reported in Tecumseh and Plymouth.  Some sporadic wind damage also occurred with these storms, downing trees and power lines.  However, the stronger winds were to come later.A line of thunderstorms developed in northern Illinois and Indiana, and moved northeast at almost 70 mph.  This line of storms overtook the supercells as it moved into southeast Michigan, and produced widespread wind damage.  Some of the most significant damage follows:In Lenawee County: A barn was destroyed in Hudson.  Several vehicles were damaged by fallen trees in Morenci and Adrian.   Blissfield experienced some of the worst damage: a mobile home was flipped, injuring the two occupants (one of whom had broken ribs and a punctured lung); another man suffered electrical injuries when a falling power line struck him; an RV was overturned; store signs were destroyed; a garage collapsed; several homes were damaged by fallen trees, including one landmark home heavily damaged; at a local ball field, a scoreboard was destroyed, a dugout deroofed, and metal bleachers tossed; and large steel grain bins were destroyed.  A hangar at nearby Betz Airport collapsed, crushing an airplane.  Two other hangars were damaged.  In Sand Lake, a hay barn and a corral were blown down.  Tecumseh was also hard hit: a storage structure at a lumber yard was destroyed; part of an inn was deroofed; and numerous homes and vehicles were damaged by fallen trees.Dozens of trees were downed in Monroe County.  A spotter measured a 75 mph gust in Maybee, where a glass patio table was tossed from a porch to the back yard (without breaking!).  A trailer was blown over at a Dundee construction site, where a large tree damaged a car, home, and shed when it fell.  In Petersburg, a falling tree crushed an historic (over 150 year old) railroad depot.Wind damage was also widespread in Washtenaw County.  In Milan, a garage was blown down, and eight vehicles were struck by falling trees.  A grocery store in Ann Arbor had its front doors blown off.  Ypsilanti was hardest hit: several hundred trees were downed, damaging a home,  slicing a camper van in half, and crushing a garage and a car; a fire station was partially deroofed; and a church steeple was destroyed.In Wayne County: The west and southwest sides of the city of Detroit saw damage, with windows shattered, roofs peeled up, and chimneys knocked over.  At the intersection of Tireman and Rangoon, a car was flipped, injuring the two occupants; a nearby factory was deroofed, with a 13 year old boy injured by flying debris.  At Detroit Metro Airport, a 55 mph gust was measured; a Mesaba Airlines hangar was destroyed, and a plane inside was damaged.  Power poles were broken in Flat Rock.  In New Boston, store fronts were damaged, with many trees uprooted.  At Mettetal Airport near Plymouth, a plane was flipped.  Scores of trees were downed in Westland, damaging a truck and a home, and breaking windows.  In Redford, a falling tree destroyed a swimming pool and damaged a garage.  Woodhaven saw a garage destroyed and a second displaced; a warehouse roof was damaged; a home was deroofed; street signs were downed; and a wood board was embedded in the side of a house.  A school in Livonia had its air conditioning units blown over, and the walls of a connecting corridor were displaced.  Two homes in Dearborn were condemned after tree damage; another home was shifted off its foundation; a garage was destroyed; and a building was deroofed, with roofing debris damaging two nearby cars.  An outbuilding was demolished by falling trees in Sumpter Township.Oakland County was the other county that saw widespread damage.  A 64 mph wind gust occurred in White Lake.  Winds to 70 mph deroofed a trailer home in Highland.  In Milford, falling trees crushed a car and damaged a home.  Farmington saw a garage damaged by a tree, and phone poles were snapped.  In Novi, a trailer at a construction site was destroyed, with another trailer and a wall under construction sustaining damage; the air conditioning units on the roof of a business were ripped off.  Power poles were snapped in Auburn Hills.  Dozens of trees were downed in Pontiac, destroying a garage and damaging several homes.  In Bloomfield Township, a trampoline was destroyed, and a home was damaged by a falling tree.  Waterford saw an animal shelter destroyed, another damaged; over 150 trees were damaged; and a picnic pavilion was also damaged.Damage in the other counties was much less widespread, and was generally limited to tree limbs and power lines going down.  All told, over 200,000 people lost power at some point, and thousands of insurance claims were filed over the coming weeks.  Many schools were closed the next day due to damage or power outages; some schools and businesses did not reopen for several days.",,PDC
200005,9,1924,200005,9,1938,1094970.0,5144442,MICHIGAN,26.0,2000,May,Thunderstorm Wind,C,161,WASHTENAW,DTX,09-MAY-00 19:24:00,EST,09-MAY-00 19:38:00,0,0,0,0,525K,,NWS EMPLOYEE(OFF DUTY),60.0,E,,,,,,,,,,,,MILAN,4.0,WSW,YPSILANTI,42.08,-83.67,42.22,-83.68,"A strong cold front moved slowly south across southeast Michigan during the afternoon and evening of the 9th.  Thunderstorms developed in the warm, humid air out ahead of the cold front.  A number of these became severe, producing the worst severe thunderstorm outbreak in metro Detroit in almost two years.  The thunderstorms took two forms on this day.  Widely scattered supercells developed across southeast Michigan, south of Interstate 69.  These rotating thunderstorms produced numerous funnel clouds, but no confirmed tornadoes.  However, some of these storms produced very large hail.  Hailstones as large as oranges were reported in Ypsilanti.  The Detroit Tiger baseball game at Comerica Park was interrupted by golfball sized hail.  The game was eventually rained/hailed out.  Golfball sized hail was also reported in Tecumseh and Plymouth.  Some sporadic wind damage also occurred with these storms, downing trees and power lines.  However, the stronger winds were to come later.A line of thunderstorms developed in northern Illinois and Indiana, and moved northeast at almost 70 mph.  This line of storms overtook the supercells as it moved into southeast Michigan, and produced widespread wind damage.  Some of the most significant damage follows:In Lenawee County: A barn was destroyed in Hudson.  Several vehicles were damaged by fallen trees in Morenci and Adrian.   Blissfield experienced some of the worst damage: a mobile home was flipped, injuring the two occupants (one of whom had broken ribs and a punctured lung); another man suffered electrical injuries when a falling power line struck him; an RV was overturned; store signs were destroyed; a garage collapsed; several homes were damaged by fallen trees, including one landmark home heavily damaged; at a local ball field, a scoreboard was destroyed, a dugout deroofed, and metal bleachers tossed; and large steel grain bins were destroyed.  A hangar at nearby Betz Airport collapsed, crushing an airplane.  Two other hangars were damaged.  In Sand Lake, a hay barn and a corral were blown down.  Tecumseh was also hard hit: a storage structure at a lumber yard was destroyed; part of an inn was deroofed; and numerous homes and vehicles were damaged by fallen trees.Dozens of trees were downed in Monroe County.  A spotter measured a 75 mph gust in Maybee, where a glass patio table was tossed from a porch to the back yard (without breaking!).  A trailer was blown over at a Dundee construction site, where a large tree damaged a car, home, and shed when it fell.  In Petersburg, a falling tree crushed an historic (over 150 year old) railroad depot.Wind damage was also widespread in Washtenaw County.  In Milan, a garage was blown down, and eight vehicles were struck by falling trees.  A grocery store in Ann Arbor had its front doors blown off.  Ypsilanti was hardest hit: several hundred trees were downed, damaging a home,  slicing a camper van in half, and crushing a garage and a car; a fire station was partially deroofed; and a church steeple was destroyed.In Wayne County: The west and southwest sides of the city of Detroit saw damage, with windows shattered, roofs peeled up, and chimneys knocked over.  At the intersection of Tireman and Rangoon, a car was flipped, injuring the two occupants; a nearby factory was deroofed, with a 13 year old boy injured by flying debris.  At Detroit Metro Airport, a 55 mph gust was measured; a Mesaba Airlines hangar was destroyed, and a plane inside was damaged.  Power poles were broken in Flat Rock.  In New Boston, store fronts were damaged, with many trees uprooted.  At Mettetal Airport near Plymouth, a plane was flipped.  Scores of trees were downed in Westland, damaging a truck and a home, and breaking windows.  In Redford, a falling tree destroyed a swimming pool and damaged a garage.  Woodhaven saw a garage destroyed and a second displaced; a warehouse roof was damaged; a home was deroofed; street signs were downed; and a wood board was embedded in the side of a house.  A school in Livonia had its air conditioning units blown over, and the walls of a connecting corridor were displaced.  Two homes in Dearborn were condemned after tree damage; another home was shifted off its foundation; a garage was destroyed; and a building was deroofed, with roofing debris damaging two nearby cars.  An outbuilding was demolished by falling trees in Sumpter Township.Oakland County was the other county that saw widespread damage.  A 64 mph wind gust occurred in White Lake.  Winds to 70 mph deroofed a trailer home in Highland.  In Milford, falling trees crushed a car and damaged a home.  Farmington saw a garage damaged by a tree, and phone poles were snapped.  In Novi, a trailer at a construction site was destroyed, with another trailer and a wall under construction sustaining damage; the air conditioning units on the roof of a business were ripped off.  Power poles were snapped in Auburn Hills.  Dozens of trees were downed in Pontiac, destroying a garage and damaging several homes.  In Bloomfield Township, a trampoline was destroyed, and a home was damaged by a falling tree.  Waterford saw an animal shelter destroyed, another damaged; over 150 trees were damaged; and a picnic pavilion was also damaged.Damage in the other counties was much less widespread, and was generally limited to tree limbs and power lines going down.  All told, over 200,000 people lost power at some point, and thousands of insurance claims were filed over the coming weeks.  Many schools were closed the next day due to damage or power outages; some schools and businesses did not reopen for several days.",,PDC
200005,9,1940,200005,9,1940,1094970.0,5144443,MICHIGAN,26.0,2000,May,Thunderstorm Wind,C,161,WASHTENAW,DTX,09-MAY-00 19:40:00,EST,09-MAY-00 19:40:00,0,0,0,0,8K,,NEWSPAPER,52.0,E,,,,,,,,,,5.0,N,YPSILANTI,5.0,N,YPSILANTI,42.3,-83.62,42.3,-83.62,"A strong cold front moved slowly south across southeast Michigan during the afternoon and evening of the 9th.  Thunderstorms developed in the warm, humid air out ahead of the cold front.  A number of these became severe, producing the worst severe thunderstorm outbreak in metro Detroit in almost two years.  The thunderstorms took two forms on this day.  Widely scattered supercells developed across southeast Michigan, south of Interstate 69.  These rotating thunderstorms produced numerous funnel clouds, but no confirmed tornadoes.  However, some of these storms produced very large hail.  Hailstones as large as oranges were reported in Ypsilanti.  The Detroit Tiger baseball game at Comerica Park was interrupted by golfball sized hail.  The game was eventually rained/hailed out.  Golfball sized hail was also reported in Tecumseh and Plymouth.  Some sporadic wind damage also occurred with these storms, downing trees and power lines.  However, the stronger winds were to come later.A line of thunderstorms developed in northern Illinois and Indiana, and moved northeast at almost 70 mph.  This line of storms overtook the supercells as it moved into southeast Michigan, and produced widespread wind damage.  Some of the most significant damage follows:In Lenawee County: A barn was destroyed in Hudson.  Several vehicles were damaged by fallen trees in Morenci and Adrian.   Blissfield experienced some of the worst damage: a mobile home was flipped, injuring the two occupants (one of whom had broken ribs and a punctured lung); another man suffered electrical injuries when a falling power line struck him; an RV was overturned; store signs were destroyed; a garage collapsed; several homes were damaged by fallen trees, including one landmark home heavily damaged; at a local ball field, a scoreboard was destroyed, a dugout deroofed, and metal bleachers tossed; and large steel grain bins were destroyed.  A hangar at nearby Betz Airport collapsed, crushing an airplane.  Two other hangars were damaged.  In Sand Lake, a hay barn and a corral were blown down.  Tecumseh was also hard hit: a storage structure at a lumber yard was destroyed; part of an inn was deroofed; and numerous homes and vehicles were damaged by fallen trees.Dozens of trees were downed in Monroe County.  A spotter measured a 75 mph gust in Maybee, where a glass patio table was tossed from a porch to the back yard (without breaking!).  A trailer was blown over at a Dundee construction site, where a large tree damaged a car, home, and shed when it fell.  In Petersburg, a falling tree crushed an historic (over 150 year old) railroad depot.Wind damage was also widespread in Washtenaw County.  In Milan, a garage was blown down, and eight vehicles were struck by falling trees.  A grocery store in Ann Arbor had its front doors blown off.  Ypsilanti was hardest hit: several hundred trees were downed, damaging a home,  slicing a camper van in half, and crushing a garage and a car; a fire station was partially deroofed; and a church steeple was destroyed.In Wayne County: The west and southwest sides of the city of Detroit saw damage, with windows shattered, roofs peeled up, and chimneys knocked over.  At the intersection of Tireman and Rangoon, a car was flipped, injuring the two occupants; a nearby factory was deroofed, with a 13 year old boy injured by flying debris.  At Detroit Metro Airport, a 55 mph gust was measured; a Mesaba Airlines hangar was destroyed, and a plane inside was damaged.  Power poles were broken in Flat Rock.  In New Boston, store fronts were damaged, with many trees uprooted.  At Mettetal Airport near Plymouth, a plane was flipped.  Scores of trees were downed in Westland, damaging a truck and a home, and breaking windows.  In Redford, a falling tree destroyed a swimming pool and damaged a garage.  Woodhaven saw a garage destroyed and a second displaced; a warehouse roof was damaged; a home was deroofed; street signs were downed; and a wood board was embedded in the side of a house.  A school in Livonia had its air conditioning units blown over, and the walls of a connecting corridor were displaced.  Two homes in Dearborn were condemned after tree damage; another home was shifted off its foundation; a garage was destroyed; and a building was deroofed, with roofing debris damaging two nearby cars.  An outbuilding was demolished by falling trees in Sumpter Township.Oakland County was the other county that saw widespread damage.  A 64 mph wind gust occurred in White Lake.  Winds to 70 mph deroofed a trailer home in Highland.  In Milford, falling trees crushed a car and damaged a home.  Farmington saw a garage damaged by a tree, and phone poles were snapped.  In Novi, a trailer at a construction site was destroyed, with another trailer and a wall under construction sustaining damage; the air conditioning units on the roof of a business were ripped off.  Power poles were snapped in Auburn Hills.  Dozens of trees were downed in Pontiac, destroying a garage and damaging several homes.  In Bloomfield Township, a trampoline was destroyed, and a home was damaged by a falling tree.  Waterford saw an animal shelter destroyed, another damaged; over 150 trees were damaged; and a picnic pavilion was also damaged.Damage in the other counties was much less widespread, and was generally limited to tree limbs and power lines going down.  All told, over 200,000 people lost power at some point, and thousands of insurance claims were filed over the coming weeks.  Many schools were closed the next day due to damage or power outages; some schools and businesses did not reopen for several days.",,PDC
200005,9,1926,200005,9,1926,1094970.0,5144444,MICHIGAN,26.0,2000,May,Thunderstorm Wind,C,161,WASHTENAW,DTX,09-MAY-00 19:26:00,EST,09-MAY-00 19:26:00,0,0,0,0,20K,,TRAINED SPOTTER,52.0,E,,,,,,,,,,,,DEXTER,,,ANN ARBOR,42.33,-83.87,42.28,-83.73,"A strong cold front moved slowly south across southeast Michigan during the afternoon and evening of the 9th.  Thunderstorms developed in the warm, humid air out ahead of the cold front.  A number of these became severe, producing the worst severe thunderstorm outbreak in metro Detroit in almost two years.  The thunderstorms took two forms on this day.  Widely scattered supercells developed across southeast Michigan, south of Interstate 69.  These rotating thunderstorms produced numerous funnel clouds, but no confirmed tornadoes.  However, some of these storms produced very large hail.  Hailstones as large as oranges were reported in Ypsilanti.  The Detroit Tiger baseball game at Comerica Park was interrupted by golfball sized hail.  The game was eventually rained/hailed out.  Golfball sized hail was also reported in Tecumseh and Plymouth.  Some sporadic wind damage also occurred with these storms, downing trees and power lines.  However, the stronger winds were to come later.A line of thunderstorms developed in northern Illinois and Indiana, and moved northeast at almost 70 mph.  This line of storms overtook the supercells as it moved into southeast Michigan, and produced widespread wind damage.  Some of the most significant damage follows:In Lenawee County: A barn was destroyed in Hudson.  Several vehicles were damaged by fallen trees in Morenci and Adrian.   Blissfield experienced some of the worst damage: a mobile home was flipped, injuring the two occupants (one of whom had broken ribs and a punctured lung); another man suffered electrical injuries when a falling power line struck him; an RV was overturned; store signs were destroyed; a garage collapsed; several homes were damaged by fallen trees, including one landmark home heavily damaged; at a local ball field, a scoreboard was destroyed, a dugout deroofed, and metal bleachers tossed; and large steel grain bins were destroyed.  A hangar at nearby Betz Airport collapsed, crushing an airplane.  Two other hangars were damaged.  In Sand Lake, a hay barn and a corral were blown down.  Tecumseh was also hard hit: a storage structure at a lumber yard was destroyed; part of an inn was deroofed; and numerous homes and vehicles were damaged by fallen trees.Dozens of trees were downed in Monroe County.  A spotter measured a 75 mph gust in Maybee, where a glass patio table was tossed from a porch to the back yard (without breaking!).  A trailer was blown over at a Dundee construction site, where a large tree damaged a car, home, and shed when it fell.  In Petersburg, a falling tree crushed an historic (over 150 year old) railroad depot.Wind damage was also widespread in Washtenaw County.  In Milan, a garage was blown down, and eight vehicles were struck by falling trees.  A grocery store in Ann Arbor had its front doors blown off.  Ypsilanti was hardest hit: several hundred trees were downed, damaging a home,  slicing a camper van in half, and crushing a garage and a car; a fire station was partially deroofed; and a church steeple was destroyed.In Wayne County: The west and southwest sides of the city of Detroit saw damage, with windows shattered, roofs peeled up, and chimneys knocked over.  At the intersection of Tireman and Rangoon, a car was flipped, injuring the two occupants; a nearby factory was deroofed, with a 13 year old boy injured by flying debris.  At Detroit Metro Airport, a 55 mph gust was measured; a Mesaba Airlines hangar was destroyed, and a plane inside was damaged.  Power poles were broken in Flat Rock.  In New Boston, store fronts were damaged, with many trees uprooted.  At Mettetal Airport near Plymouth, a plane was flipped.  Scores of trees were downed in Westland, damaging a truck and a home, and breaking windows.  In Redford, a falling tree destroyed a swimming pool and damaged a garage.  Woodhaven saw a garage destroyed and a second displaced; a warehouse roof was damaged; a home was deroofed; street signs were downed; and a wood board was embedded in the side of a house.  A school in Livonia had its air conditioning units blown over, and the walls of a connecting corridor were displaced.  Two homes in Dearborn were condemned after tree damage; another home was shifted off its foundation; a garage was destroyed; and a building was deroofed, with roofing debris damaging two nearby cars.  An outbuilding was demolished by falling trees in Sumpter Township.Oakland County was the other county that saw widespread damage.  A 64 mph wind gust occurred in White Lake.  Winds to 70 mph deroofed a trailer home in Highland.  In Milford, falling trees crushed a car and damaged a home.  Farmington saw a garage damaged by a tree, and phone poles were snapped.  In Novi, a trailer at a construction site was destroyed, with another trailer and a wall under construction sustaining damage; the air conditioning units on the roof of a business were ripped off.  Power poles were snapped in Auburn Hills.  Dozens of trees were downed in Pontiac, destroying a garage and damaging several homes.  In Bloomfield Township, a trampoline was destroyed, and a home was damaged by a falling tree.  Waterford saw an animal shelter destroyed, another damaged; over 150 trees were damaged; and a picnic pavilion was also damaged.Damage in the other counties was much less widespread, and was generally limited to tree limbs and power lines going down.  All told, over 200,000 people lost power at some point, and thousands of insurance claims were filed over the coming weeks.  Many schools were closed the next day due to damage or power outages; some schools and businesses did not reopen for several days.",,PDC
200005,11,1630,200005,11,1630,1094971.0,5144522,MICHIGAN,26.0,2000,May,Hail,C,161,WASHTENAW,DTX,11-MAY-00 16:30:00,EST,11-MAY-00 16:30:00,0,0,0,0,,,LAW ENFORCEMENT,0.75,,,,,,,,,,,2.0,S,YPSILANTI,2.0,S,YPSILANTI,42.2,-83.62,42.2,-83.62,"Low pressure in the plains sent warm, moist air north into the Great Lakes.  With the main warm front still well to the south, surface temperatures stayed cool; the warm, moist air was aloft.  Thunderstorms developed in the afternoon, and fed off the juicy air above the surface.  Because the atmosphere at the surface was cool and stable, no strong winds were observed with any of the storms.  However, the strongest storms produced marginally severe hail.Lightning was an even larger threat.  Lightning struck at a soccer field on Six Mile Road near Haggerty in Northville.  A group was heading off the field as the storm approached, but some did not make it.  Several adults and children were knocked off their feet by the struck, but only one - a twelve year old boy - required hospitalization.  Later in the evening, lightning struck a tree in Dearborn Heights.  A large limb broke off, and struck a man working nearby.  He was hospitalized with a collapsed lung and several broken bones.",,PDC
200005,11,1646,200005,11,1646,1094971.0,5144523,MICHIGAN,26.0,2000,May,Hail,C,161,WASHTENAW,DTX,11-MAY-00 16:46:00,EST,11-MAY-00 16:46:00,0,0,0,0,,,TRAINED SPOTTER,0.75,,,,,,,,,,,,,ANN ARBOR,,,ANN ARBOR,42.28,-83.73,42.28,-83.73,"Low pressure in the plains sent warm, moist air north into the Great Lakes.  With the main warm front still well to the south, surface temperatures stayed cool; the warm, moist air was aloft.  Thunderstorms developed in the afternoon, and fed off the juicy air above the surface.  Because the atmosphere at the surface was cool and stable, no strong winds were observed with any of the storms.  However, the strongest storms produced marginally severe hail.Lightning was an even larger threat.  Lightning struck at a soccer field on Six Mile Road near Haggerty in Northville.  A group was heading off the field as the storm approached, but some did not make it.  Several adults and children were knocked off their feet by the struck, but only one - a twelve year old boy - required hospitalization.  Later in the evening, lightning struck a tree in Dearborn Heights.  A large limb broke off, and struck a man working nearby.  He was hospitalized with a collapsed lung and several broken bones.",,PDC
200007,14,1445,200007,14,1445,1099476.0,5163472,MICHIGAN,26.0,2000,July,Hail,C,161,WASHTENAW,DTX,14-JUL-00 14:45:00,EST,14-JUL-00 14:45:00,0,0,0,0,,,LAW ENFORCEMENT,0.75,,,,,,,,,,,,,ANN ARBOR,,,ANN ARBOR,42.28,-83.73,42.28,-83.73,"A weak cold front moved through southeast Michigan on July 13th, ushering in slightly cooler and less humid air.  However, thanks to a strong upper level disturbance, temperatures aloft cooled off much more quickly.  This cold air aloft, combined with ample heating from sunshine on the 14th, resulted in an unstable atmosphere.  Thunderstorms developed explosively early in the afternoon, and many became severe.Large hail was the predominant severe weather type on this day.  The strongest storm of the day was a supercell that moved south along the Lake Huron lake breeze boundary.  This storm developed near Port Sanilac, and moved through Port Huron before exiting the area near Algonac.  Golfball sized hail was reported near Lexington and Port Huron with this storm.  Hailstones as large as baseballs crashed down on Algonac, damaging cars and roofs, ripping gutters off of homes, denting air conditioning units, and breaking windows.  The force of impact when these hailstones landed in Algonac canals propelled water 5 feet into the air.  Several other storms produced large hail, though none as large as in Algonac.  Golfball sized hail also fell in metro Flint, as well as near Hartland.  Dime, nickel, and quarter sized hail was quite common.Wind damage was not as widespread, though a few very strong gusts occurred.  Numerous trees were downed between Gratiot and Court Streets in Saginaw, damaging vehicles, fences, and outbuildings.  A few trees were also downed by severe thunderstorm winds in Millington and Gagetown.  Near the end of the episode, a severe thunderstorm produced estimated 80 mph winds near Gaines.  Several agricultural outbuildings were heavily damaged or destroyed.",,PDC
