STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,TAVG,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMAX,Measurement Flag,Quality Flag,Source Flag,Time of Observation,TMIN,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT01,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT06,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT05,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT11,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT04,Measurement Flag,Quality Flag,Source Flag,Time of Observation,WT03,Measurement Flag,Quality Flag,Source Flag,Time of Observation
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090408,1.9,H, ,S,9999,4.9, , ,S,9999,-1.2, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090409,3.1,H, ,S,9999,4.9, , ,S,9999,1.4, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090410,3.9,H, ,S,9999,6.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090411,3.9,H, ,S,9999,9.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090412,2.1,H, ,S,9999,4.1, , ,S,9999,0.2, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090413,1.8,H, ,S,9999,2.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090414,3.8,H, ,S,9999,7.5, , ,S,9999,1.0, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090415,5.1,H, ,S,9999,9.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090416,1.4,H, ,S,9999,4.3, , ,S,9999,-1.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090417,3.8,H, ,S,9999,7.9, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090418,1.6,H, ,S,9999,5.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090419,1.8,H, ,S,9999,4.8, , ,S,9999,-3.0, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090420,3.2,H, ,S,9999,6.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090421,1.3,H, ,S,9999,4.0, , ,S,9999,-3.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090422,3.4,H, ,S,9999,7.3, , ,S,9999,-1.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090423,6.4,H, ,S,9999,13.8, , ,S,9999,-0.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090424,8.0,H, ,S,9999,12.7, , ,S,9999,1.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090425,8.1,H, ,S,9999,13.4, , ,S,9999,4.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090426,9.3,H, ,S,9999,15.6, , ,S,9999,4.0, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090427,11.2,H, ,S,9999,18.7, , ,S,9999,6.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090428,11.3,H, ,S,9999,17.4, , ,S,9999,7.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090429,10.1,H, ,S,9999,14.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090430,6.7,H, ,S,9999,10.9, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090501,9.1,H, ,S,9999,12.8, , ,S,9999,1.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090502,10.1,H, ,S,9999,14.1, , ,S,9999,5.0, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090503,9.9,H, ,S,9999,15.0, , ,S,9999,5.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090504,9.0,H, ,S,9999,13.6, , ,S,9999,5.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090505,8.2,H, ,S,9999,12.7, , ,S,9999,5.9, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090506,7.8,H, ,S,9999,11.1, , ,S,9999,6.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090507,9.8,H, ,S,9999,14.4, , ,S,9999,4.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090508,10.1,H, ,S,9999,13.8, , ,S,9999,6.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090509,8.6,H, ,S,9999,11.1, , ,S,9999,7.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090510,9.9,H, ,S,9999,14.2, , ,S,9999,6.4, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090511,8.7,H, ,S,9999,15.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090512,10.3,H, ,S,9999,15.2, , ,S,9999,4.0, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090513,11.3,H, ,S,9999,16.7, , ,S,9999,5.9, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090514,9.1,H, ,S,9999,12.9, , ,S,9999,6.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090515,8.9,H, ,S,9999,15.8, , ,S,9999,5.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090516,8.3,H, ,S,9999,12.4, , ,S,9999,3.4, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090517,10.0,H, ,S,9999,14.0, , ,S,9999,5.4, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090518,11.5,H, ,S,9999,16.0, , ,S,9999,5.2, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090519,11.2,H, ,S,9999,14.0, , ,S,9999,8.9, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090520,10.5,H, ,S,9999,13.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090521,9.3,H, ,S,9999,13.0, , ,S,9999,6.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090522,11.1,H, ,S,9999,14.5, , ,S,9999,7.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090523,11.4,H, ,S,9999,14.6, , ,S,9999,9.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090524,15.2,H, ,S,9999,20.1, , ,S,9999,9.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090525,15.7,H, ,S,9999,21.9, , ,S,9999,8.2, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090526,13.8,H, ,S,9999,18.1, , ,S,9999,10.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090527,12.2,H, ,S,9999,16.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090528,11.6,H, ,S,9999,14.4, , ,S,9999,8.4, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090529,14.2,H, ,S,9999,17.9, , ,S,9999,10.4, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090530,16.1,H, ,S,9999,-9999, , , ,9999,9.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090531,18.8,H, ,S,9999,23.5, , ,S,9999,12.2, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090601,20.2,H, ,S,9999,25.9, , ,S,9999,12.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090602,15.4,H, ,S,9999,23.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090603,11.9,H, ,S,9999,16.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090604,7.5,H, ,S,9999,10.9, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090605,6.6,H, ,S,9999,8.5, , ,S,9999,4.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090606,7.5,H, ,S,9999,10.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090607,9.0,H, ,S,9999,12.7, , ,S,9999,2.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090608,11.2,H, ,S,9999,15.7, , ,S,9999,5.2, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090609,10.9,H, ,S,9999,12.9, , ,S,9999,8.2, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090610,13.6,H, ,S,9999,17.2, , ,S,9999,10.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090611,13.5,H, ,S,9999,16.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090612,16.1,H, ,S,9999,20.5, , ,S,9999,9.2, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090613,18.1,H, ,S,9999,24.3, , ,S,9999,13.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090614,13.9,H, ,S,9999,19.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090615,10.4,H, ,S,9999,14.8, , ,S,9999,9.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090616,11.2,H, ,S,9999,14.0, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090617,12.2,H, ,S,9999,16.3, , ,S,9999,8.2, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090618,12.4,H, ,S,9999,16.5, , ,S,9999,7.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090619,11.6,H, ,S,9999,14.3, , ,S,9999,9.9, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090620,12.4,H, ,S,9999,15.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090621,13.2,H, ,S,9999,18.4, , ,S,9999,8.4, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090622,15.1,H, ,S,9999,19.3, , ,S,9999,8.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090623,16.9,H, ,S,9999,21.6, , ,S,9999,8.8, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090624,18.6,H, ,S,9999,22.3, , ,S,9999,11.0, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090625,19.3,H, ,S,9999,22.2, , ,S,9999,14.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090626,20.5,H, ,S,9999,25.0, , ,S,9999,14.2, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090627,17.4,H, ,S,9999,23.2, , ,S,9999,14.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090628,20.2,H, ,S,9999,25.6, , ,S,9999,15.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090629,19.4,H, ,S,9999,24.2, , ,S,9999,15.5, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090630,17.3,H, ,S,9999,20.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090701,18.0,H, ,S,9999,21.7, , ,S,9999,11.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090702,22.3,H, ,S,9999,28.5, , ,S,9999,15.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090703,17.1,H, ,S,9999,23.1, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090704,14.2,H, ,S,9999,20.0, , ,S,9999,10.4, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090705,11.4,H, ,S,9999,14.8, , ,S,9999,8.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090706,13.1,H, ,S,9999,17.0, , ,S,9999,7.7, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090707,13.9,H, ,S,9999,18.0, , ,S,9999,8.0, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090708,17.6,H, ,S,9999,19.3, , ,S,9999,12.6, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090709,16.8,H, ,S,9999,19.0, , ,S,9999,14.9, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090710,16.9,H, ,S,9999,20.4, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
GHCND:FIE00142101,HELSINKI ILMALA FI,47,60.2,24.9167,20090711,17.1,H, ,S,9999,20.5, , ,S,9999,13.3, , ,S,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999,-9999, , , ,9999
